journal,url,publisher,date,issn
Journal of Vascular Surgery and Research (JVSR),"NAhttp://www.scholarena.com/journals/journal-of-vascular-surgery-and-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Cytology and Cell Anatomy (JCCA),"NAhttp://www.scholarena.com/journals/journal-of-cytology-and-cell-anatomy/jhome.php",Scholarena,2022-08-11,NA
Journal of Waste Management and Disposal (JWMD),"NAhttp://www.scholarena.com/journals/journal-of-waste-management-and-disposal/jhome.php",Scholarena,2022-08-11,NA
Journal of Environmental Pollution and Management (JEPM),"NAhttp://www.scholarena.com/journals/journal-of-environmental-pollution-and-management/jhome.php",Scholarena,2022-08-11,NA
Journal of Industrial Pollution Effects and Control (JIPEC),"NAhttp://www.scholarena.com/journals/journal-of-industrial-pollution-effects-and-control/jhome.php",Scholarena,2022-08-11,NA
Journal of Advancements in Plant Science (JAPS),"NAhttp://www.scholarena.com/journals/journal-of-advancements-in-plant-science/jhome.php",Scholarena,2022-08-11,NA
Journal of Innovations in Energy science (JIES),"NAhttp://www.scholarena.com/journals/journal-of-innovations-in-energy-science/jhome.php",Scholarena,2022-08-11,NA
Journal of Food Technology and Food Chemistry (JFTFC),"NAhttp://www.scholarena.com/journals/journal-of-food-technology-and-food-chemistry/jhome.php",Scholarena,2022-08-11,NA
Journal of Sleep Disorders and Medicine (JSDM),"NAhttp://www.scholarena.com/journals/journal-of-sleep-disorders-and-medicine/jhome.php",Scholarena,2022-08-11,NA
Journal of Horticulture Science and Forestry (JHSF),"NAhttp://www.scholarena.com/journals/journal-of-horticulture-science-and-forestry/jhome.php",Scholarena,2022-08-11,NA
Journal of Aquatic Sciences and Oceanography (JASO),"NAhttp://www.scholarena.com/journals/journal-of-aquatic-sciences-and-oceanography/jhome.php",Scholarena,2022-08-11,NA
Journal of Public Health and Disease Prevention (JPHDP),"NAhttp://www.scholarena.com/journals/journal-of-public-health-and-disease-prevention/jhome.php",Scholarena,2022-08-11,NA
Journal of Angiology and Circulatory System (JACS),"NAhttp://www.scholarena.com/journals/journal-of-angiology-and-circulatory-system/jhome.php",Scholarena,2022-08-11,NA
Journal of Alzheimers Research and Treatment (JART),"NAhttp://www.scholarena.com/journals/journal-of-alzheimers-research-and-treatment/jhome.php",Scholarena,2022-08-11,NA
Journal of Veterinary and Animal Research (JVAR),"NAhttp://www.scholarena.com/journals/journal-of-veterinary-and-animal-research/jhome.php",Scholarena,2022-08-11,NA
Journal of Materials Science and Metallurgy (JMSM),"NAhttp://www.scholarena.com/journals/journal-of-material-science-and-metallurgy/jhome.php",Scholarena,2022-08-11,NA
Journal of Molecular Biology and Biochemistry (JMBB),"NAhttp://www.scholarena.com/journals/journal-of-molecular-biology-and-biochemistry/jhome.php",Scholarena,2022-08-11,NA
Journal of Mathematical and Statistical Analysis (JMSA),"NAhttp://www.scholarena.com/journals/journal-of-mathematical-and-statistical-analysis/jhome.php",Scholarena,2022-08-11,NA
Journal of Gynecology and Women Healthcare (JGWH),"NAhttp://www.scholarena.com/journals/journal-of-gynecology-and-women-healthcare/jhome.php",Scholarena,2022-08-11,NA
Journal of Anaesthesia and Therapeutics (JAT),"NAhttp://www.scholarena.com/journals/journal-of-anaesthesia-and-therapeutics/jhome.php",Scholarena,2022-08-11,NA
Journal of Radiology and Diagnostic Methods (JRDM),"NAhttp://www.scholarena.com/journals/journal-of-radiology-and-diagnostic-methods/jhome.php",Scholarena,2022-08-11,NA
Journal of Surgical Science and Operative Care (JSSOC),"NAhttp://www.scholarena.com/journals/journal-of-surgical-science-and-operative-care/jhome.php",Scholarena,2022-08-11,NA
Journal of Microbiology and Laboratory Science (JMLS),"NAhttp://www.scholarena.com/journals/journal-of-microbiology-and-laboratory-science/jhome.php",Scholarena,2022-08-11,NA
Journal of Blood Disorders and Therapeutics (JBDT),"NAhttp://www.scholarena.com/journals/journal-of-blood-disorders-and-therapeutics/jhome.php",Scholarena,2022-08-11,NA
Journal of AIDS and Immune system (JAIS),"NAhttp://www.scholarena.com/journals/journal-of-aids-and-immune-system/jhome.php",Scholarena,2022-08-11,NA
Journal of Advances in Stem Cell Therapy (JASCT),"NAhttp://www.scholarena.com/journals/journal-of-advances-in-stem-cell-thearpy/jhome.php",Scholarena,2022-08-11,NA
Journal of Oral Infection and Pathology (JOIP),"NAhttp://www.scholarena.com/journals/journal-of-oral-infection-and-pathology/jhome.php",Scholarena,2022-08-11,NA
American Journal of Educational Research,"NAhttp://www.sciepub.com/journal/EDUCATION",Science and Education Publishing,2022-08-11,NA
American Journal of Nursing Research,"NAhttp://www.sciepub.com/journal/AJNR",Science and Education Publishing,2022-08-11,NA
American Journal of Medical Case Reports,"NAhttp://www.sciepub.com/journal/AJMCR",Science and Education Publishing,2022-08-11,NA
Journal of Food and Nutrition Research,"NAhttp://www.sciepub.com/journal/JFNR",Science and Education Publishing,2022-08-11,NA
American Journal of Applied Mathematics and Statistics,"NAhttp://www.sciepub.com/journal/AJAMS",Science and Education Publishing,2022-08-11,NA
American Journal of Public Health Research,"NAhttp://www.sciepub.com/journal/AJPHR",Science and Education Publishing,2022-08-11,NA
Applied Ecology and Environmental Sciences,"NAhttp://www.sciepub.com/journal/AEES",Science and Education Publishing,2022-08-11,NA
American Journal of Food Science and Technology,"NAhttp://www.sciepub.com/journal/AJFST",Science and Education Publishing,2022-08-11,NA
World Journal of Agricultural Research,"NAhttp://www.sciepub.com/journal/WJAR",Science and Education Publishing,2022-08-11,NA
Journal of Physical Activity Research,"NAhttp://www.sciepub.com/journal/JPAR",Science and Education Publishing,2022-08-11,NA
American Journal of Sports Science and Medicine,"NAhttp://www.sciepub.com/journal/AJSSM",Science and Education Publishing,2022-08-11,NA
American Journal of Civil Engineering and Architecture,"NAhttp://www.sciepub.com/journal/AJCEA",Science and Education Publishing,2022-08-11,NA
American Journal of Mechanical Engineering,"NAhttp://www.sciepub.com/journal/AJME",Science and Education Publishing,2022-08-11,NA
Turkish Journal of Analysis and Number Theory,"NAhttp://www.sciepub.com/journal/TJANT",Science and Education Publishing,2022-08-11,NA
International Journal of Dental Sciences and Research,"NAhttp://www.sciepub.com/journal/IJDSR",Science and Education Publishing,2022-08-11,NA
International Journal of Econometrics and Financial Management,"NAhttp://www.sciepub.com/journal/IJEFM",Science and Education Publishing,2022-08-11,NA
Journal of Finance and Economics,"NAhttp://www.sciepub.com/journal/JFE",Science and Education Publishing,2022-08-11,NA
International Journal of Celiac Disease,"NAhttp://www.sciepub.com/journal/IJCD",Science and Education Publishing,2022-08-11,NA
American Journal of Rural Development,"NAhttp://www.sciepub.com/journal/AJRD",Science and Education Publishing,2022-08-11,NA
American Journal of Microbiological Research,"NAhttp://www.sciepub.com/journal/AJMR",Science and Education Publishing,2022-08-11,NA
Journal of Applied & Environmental Microbiology,"NAhttp://www.sciepub.com/journal/JAEM",Science and Education Publishing,2022-08-11,NA
Journal of Food Security,"NAhttp://www.sciepub.com/journal/JFS",Science and Education Publishing,2022-08-11,NA
American Journal of Food and Nutrition,"NAhttp://www.sciepub.com/journal/AJFN",Science and Education Publishing,2022-08-11,NA
Applied Mathematics and Physics,"NAhttp://www.sciepub.com/journal/AMP",Science and Education Publishing,2022-08-11,NA
International Journal of Environmental Bioremediation & Biodegradation,"NAhttp://www.sciepub.com/journal/IJEBB",Science and Education Publishing,2022-08-11,NA
International Journal of Physics,"NAhttp://www.sciepub.com/journal/IJP",Science and Education Publishing,2022-08-11,NA
American Journal of Medical Sciences and Medicine,"NAhttp://www.sciepub.com/journal/AJMSM",Science and Education Publishing,2022-08-11,NA
Journal of Cancer Research and Treatment,"NAhttp://www.sciepub.com/journal/JCRT",Science and Education Publishing,2022-08-11,NA
American Journal of Water Resources,"NAhttp://www.sciepub.com/journal/AJWR",Science and Education Publishing,2022-08-11,NA
World Journal of Chemical Education,"NAhttp://www.sciepub.com/journal/WJCE",Science and Education Publishing,2022-08-11,NA
American Journal of Clinical Medicine Research,"NAhttp://www.sciepub.com/journal/AJCMR",Science and Education Publishing,2022-08-11,NA
American Journal of Pharmacological Sciences,"NAhttp://www.sciepub.com/journal/AJPS",Science and Education Publishing,2022-08-11,NA
American Journal of Medical and Biological Research,"NAhttp://www.sciepub.com/journal/AJMBR",Science and Education Publishing,2022-08-11,NA
American Journal of Infectious Diseases and Microbiology,"NAhttp://www.sciepub.com/journal/AJIDM",Science and Education Publishing,2022-08-11,NA
American Journal of Electrical and Electronic Engineering,"NAhttp://www.sciepub.com/journal/AJEEE",Science and Education Publishing,2022-08-11,NA
American Journal of Environmental Protection,"NAhttp://www.sciepub.com/journal/ENV",Science and Education Publishing,2022-08-11,NA
Journal of Geosciences and Geomatics,"NAhttp://www.sciepub.com/journal/JGG",Science and Education Publishing,2022-08-11,NA
Journal of Business and Management Sciences,"NAhttp://www.sciepub.com/journal/JBMS",Science and Education Publishing,2022-08-11,NA
American Journal of Biomedical Research,"NAhttp://www.sciepub.com/journal/AJBR",Science and Education Publishing,2022-08-11,NA
American Journal of Epidemiology and Infectious Disease,"NAhttp://www.sciepub.com/journal/AJEID",Science and Education Publishing,2022-08-11,NA
Sustainable Energy,"NAhttp://www.sciepub.com/journal/RSE",Science and Education Publishing,2022-08-11,NA
American Journal of Numerical Analysis,"NAhttp://www.sciepub.com/journal/AJNA",Science and Education Publishing,2022-08-11,NA
American Journal of Materials Engineering and Technology,"NAhttp://www.sciepub.com/journal/MATERIALS",Science and Education Publishing,2022-08-11,NA
Research in Plant Sciences,"NAhttp://www.sciepub.com/journal/PLANT",Science and Education Publishing,2022-08-11,NA
Chemical Engineering and Science,"NAhttp://www.sciepub.com/journal/CES",Science and Education Publishing,2022-08-11,NA
International Transaction of Electrical and Computer Engineers System,"NAhttp://www.sciepub.com/journal/ITECES",Science and Education Publishing,2022-08-11,NA
Global Journal of Surgery,"NAhttp://www.sciepub.com/journal/JS",Science and Education Publishing,2022-08-11,NA
Journal of Computer Sciences and Applications,"NAhttp://www.sciepub.com/journal/JCSA",Science and Education Publishing,2022-08-11,NA
World Journal of Analytical Chemistry,"NAhttp://www.sciepub.com/journal/WJAC",Science and Education Publishing,2022-08-11,NA
American Journal of Mathematical Analysis,"NAhttp://www.sciepub.com/journal/AJMA",Science and Education Publishing,2022-08-11,NA
American Journal of Modeling and Optimization,"NAhttp://www.sciepub.com/journal/AJMO",Science and Education Publishing,2022-08-11,NA
American Journal of Energy Research,"NAhttp://www.sciepub.com/journal/AJER",Science and Education Publishing,2022-08-11,NA
American Journal of Applied Psychology,"NAhttp://www.sciepub.com/journal/AJAP",Science and Education Publishing,2022-08-11,NA
Research in Psychology and Behavioral Sciences,"NAhttp://www.sciepub.com/journal/RPBS",Science and Education Publishing,2022-08-11,NA
American Journal of Systems and Software,"NAhttp://www.sciepub.com/journal/AJSS",Science and Education Publishing,2022-08-11,NA
American Journal of Materials Science and Engineering,"NAhttp://www.sciepub.com/journal/AJMSE",Science and Education Publishing,2022-08-11,NA
Journal of Finance and Accounting,"NAhttp://www.sciepub.com/journal/JFA",Science and Education Publishing,2022-08-11,NA
Journal of Mathematical Sciences and Applications,"NAhttp://www.sciepub.com/journal/JMSA",Science and Education Publishing,2022-08-11,NA
American Journal of Medicine Studies,"NAhttp://www.sciepub.com/journal/AJMS",Science and Education Publishing,2022-08-11,NA
Journal of Materials Physics and Chemistry,"NAhttp://www.sciepub.com/journal/JMPC",Science and Education Publishing,2022-08-11,NA
American Journal of Industrial Engineering,"NAhttp://www.sciepub.com/journal/AJIE",Science and Education Publishing,2022-08-11,NA
Journal of Automation and Control,"NAhttp://www.sciepub.com/journal/AUTOMATION",Science and Education Publishing,2022-08-11,NA
Journal of Environment Pollution and Human Health,"NAhttp://www.sciepub.com/journal/JEPHH",Science and Education Publishing,2022-08-11,NA
Biomedicine and Biotechnology,"NAhttp://www.sciepub.com/journal/BB",Science and Education Publishing,2022-08-11,NA
Journal of Mechanical Design and Vibration,"NAhttp://www.sciepub.com/journal/JMDV",Science and Education Publishing,2022-08-11,NA
"Journal of Behavioural Economics, Finance, Entrepreneurship, Accounting and Transport","NAhttp://www.sciepub.com/journal/JBE",Science and Education Publishing,2022-08-11,NA
American Journal of Zoological Research,"NAhttp://www.sciepub.com/journal/AJZR",Science and Education Publishing,2022-08-11,NA
American Journal of Information Systems,"NAhttp://www.sciepub.com/journal/AJIS",Science and Education Publishing,2022-08-11,NA
Materials Science and Metallurgy Engineering,"NAhttp://www.sciepub.com/journal/MSME",Science and Education Publishing,2022-08-11,NA
American Journal of Cancer Prevention,"NAhttp://www.sciepub.com/journal/AJCP",Science and Education Publishing,2022-08-11,NA
Journal of Polymer and Biopolymer Physics Chemistry,"NAhttp://www.sciepub.com/journal/JPBPC",Science and Education Publishing,2022-08-11,NA
Journal of Biomedical Engineering and Technology,"NAhttp://www.sciepub.com/journal/JBET",Science and Education Publishing,2022-08-11,NA
International Journal of Clinical and Diagnostic Research,"NAhttp://www.sciepub.com/journal/IJCDR",Science and Education Publishing,2022-08-11,NA
International Journal of Business and Risk Management,"NAhttp://www.sciepub.com/journal/IJBRM",Science and Education Publishing,2022-08-11,NA
International Journal of Global Energy Markets and Finance,"NAhttp://www.sciepub.com/journal/IJGEFM",Science and Education Publishing,2022-08-11,NA
Journal of Applied Agricultural Economics and Policy Analysis,"NAhttp://www.sciepub.com/journal/JAAEPA",Science and Education Publishing,2022-08-11,NA
American Journal of Marine Science,"NAhttp://www.sciepub.com/journal/MARINE",Science and Education Publishing,2022-08-11,NA
Automatic Control and Information Sciences,"NAhttp://www.sciepub.com/journal/ACIS",Science and Education Publishing,2022-08-11,NA
Journal of Computer Networks,"NAhttp://www.sciepub.com/journal/JCN",Science and Education Publishing,2022-08-11,NA
International Journal of Partial Differential Equations and Applications,"NAhttp://www.sciepub.com/journal/IJPDEA",Science and Education Publishing,2022-08-11,NA
American Journal of Cardiovascular Disease Research,"NAhttp://www.sciepub.com/journal/AJCDR",Science and Education Publishing,2022-08-11,NA
