"Publishers","Journals"
"Chinese Society for Plant Physiology (CSPP)",0
"Chinese University of Hong Kong",0
"Chulalongkorn University",0
"College of Humanities and Social Sciences",0
"Committe of Machine Design",0
"Committee on Transport",0
"Consiglio per la Ricerca e la sperimentazione in Agricoltura",0
"Consiglio per la ricerca in agricoltura e l'analisi dell'economia agraria",0
"Cornell University",0
"Corporation for National Research Initiatives",0
"Crustacean Society",0
"Cryo Letters",0
"Czech Academy of Sciences",0
"Danske Dyrlægeforening (Danish Veterinary Association)",0
"Departamento de Análisis Económico",0
"Departamento de Ciencia Política y Relaciones Internacionales",0
"Departamento de Historia del Arte I Medieval",0
"Departamento de Matematicas",0
"Departamento de Política Científica e Tecnológica",0
"Department of Animal Science",0
"Department of Chemistry",0
"Department of Geology",0
"Department of Mathematics",0
"Department of Political Sciences",0
"Departments of Agronomy",0
"Deutschen Morgenländischen Gesellschaft",0
"Dialectal Publishing LLC",0
"Dike",0
"Dipartmento di Scienze Politiche E Sociali",0
"Division 19: Society for Military Psychology",0
"Diócesis de Coria-Cáceres",0
"Donetsk National University",0
"Dublin Institute for Advanced Studies",0
"Early Childhood Australia",0
"Economic Research Institute, Far Eastern Branch",0
"Ediciones de la Universidad de Valladolid",0
"Edith Cowan University",0
"Elsevier Urban and Partner",0
"Emory University",0
"Engineering Faculty",0
"Ergon Verlag",0
"Escola Superior de Ciências Empresariais",0
"Escola de Comunicações e Artes",0
"European Association for Cardio-Thoracic Surgery",0
"European Humanities Research",0
"European Space Agency",0
"European University at St. Petersburg",0
"Faculdade de Belas-Artes",0
"Faculdade de Ciências",0
"Faculdade de Ciências Humanas",0
"Faculdade de Ciências e Letras",0
"Faculdade de Ciências e Tecnologia",0
"Faculdade de Ciências e Tecnologia",0
"Faculdade de Desporto",0
"Faculdade de Direito",0
"Faculdade de Economia, Administração e Contabilidade",0
"Faculdade de Letras",0
"Faculdade de Letras",0
"Faculdade de Letras",0
"Faculdade de Psicologia e de Ciências da Educação",0
"Facultad de Ciencias Agropecuarias",0
"Facultad de Ciencias Humanas",0
"Facultad de Ciencias Jurídicas y Sociale",0
"Facultad de Ciencias Políticas y Sociología",0
"Facultad de Ciencias Sociales",0
"Facultad de Derecho",0
"Facultad de Derecho y Ciencias sociales",0
"Facultad de Filologia",0
"Facultad de Filosofía y Letras",0
"Facultatea de Litere",0
"Facultatea de Stiinte Exacte",0
"Faculty of Agriculture, Plant Protection Department",0
"Faculty of Cultures and Languages",0
"Faculty of Law",0
"Faculty of Law",0
"Faculty of Mathematical and Physical Sciences",0
"Faculty of Mathematics and Natural Sciences",0
"Faculty of Mining and Geology",0
"Faculty of Nature Sciences",0
"Faculty of Pedagogy and Fine Arts",0
"Faculty of Philosophy",0
"Faculté des lettres et sciences humaines",0
"Fakultät I - Geistes- und Bildungswissenschaften",0
"Feinstein Institute for Medical Research",0
"Fisheries and Marine Institute",0
"Forschungszentrum Jülich",0
"Freie Universität Berlin",0
"Fundación Universitaria Konrad Lorenz",0
"Future Science Group",0
"Gazi Üniversitesi",0
"Generalitat de Catalunya",0
"Geological Institute",0
"George Washington University",0
"Georgetown University",0
"Georgia State University",0
"Girijananda Chowdhury Institute of Pharmaceutical Science",0
"Gonzaga University",0
"Graz University of Technology",0
"Griffith Law School",0
"Griffith University",0
"Groupe pour l'Avancement de la Microchirurgie Canada",0
"Grupo de Pesquisa em Literatura, Religião e Teologia",0
"Göteborgs Universitet",0
"Harrassowitz Verlag",0
"Health Ministry of Ukraine",0
"Hebrew University Jerusalem",0
"Hellenic Open University",0
"Heron Publishing",0
"Hirzel Verlag",0
"Historical Metallurgy Society",0
"Historical Society for Twentieth-Century China",0
"Hong Kong Polytechnic University",0
"Horizon Scientific Press",0
"Hospital Fernando Fonseca",0
"Hungarian Society for Experimental and clinical Pharmacology (HSECP)",0
"Hungarian Surgical Society",0
"ID Design 2012/DOOEL Skopje",0
"Informa",0
"Institut For Kultur og Samfund",0
"Institut für Kunstwissenschaft und Historische Urbanistik",0
"Institute of Agrophysics",0
"Institute of Animal Reproduction and Food Research",0
"Institute of Chemistry",0
"Institute of Geonics",0
"Institute of Hydrodynamics",0
"Institute of Measurement Science",0
"Institute of Philosophy",0
"Institute of Physics",0
"Instituto Nacional de Recursos Biológicos",0
"Instituto Politécnico de Bragança",0
"Instituto Politécnico de Castelo Branco",0
"Instituto Politécnico de Leiria",0
"Instituto Politécnico de Lisboa",0
"Instituto Politécnico de Setúbal",0
"Instituto Politécnico do Porto",0
"Instituto Superior Económico e Social de Évora",0
"Instituto Superior Politécnico José Antonio Echeverría-Cujae",0
"Instituto Superior de Agronomia",0
"Instituto de Educação",0
"Institutt for Lingvistiske og Nordiske Studier",0
"International Ambient Media Association",0
"International Association for Landscape Ecology",0
"International Center for Research, Education and Training NGO",0
"International History Review",0
"International Instititute of Social History",0
"International University of Sarajevo",0
"International Étienne Gilson Society",0
"Islamic Azad University, Mahlkesi Branch",0
"Kaohsiung Medical University",0
"Karkiv Polytechnic Institute",0
"Kashmir University",0
"King's College London",0
"Kolegji Universitar Bedër",0
"Koninklijke Boom uitgevers",0
"Københavns Universitet",0
"Landes Bioscience",0
"Lembaga Ilmu Pengetahuan Indonesia",0
"LibraryPress@UF",0
"Lillehammer University College",0
"Lomonosov Moscow State University",0
"Lorem Ipsum Press",0
"MC College",0
"Macquarie University",0
"Manchester Metropolitan University",0
"Matej Bel University in Banská Bystrica",0
"Max-Planck-Institut für Immaterialgüter- und Wettbewerbsrecht",0
"McGill University",0
"Medical Microbiology and Infectious Disease Canada",0
"Medizinverlage Stuttgart",0
"Memorial University of Newfoundland",0
"Ministerstvo Vnutrennikh Del Rossiiskoi Federatsii",0
"Ministry of Cabinet Affairs United Arab Emirates",0
"Ministry of Communication and Information Technology",0
"Ministério da Saúde",0
"Mongabay.com",0
"Multinational Finance Society",0
"Muzeum I Instytut Zoologii",0
"National Academy of Sciences of Ukraine",0
"National Oceanic and Atmospheric Administration",0
"Natur- og Biovidenskabelige Fakultet",0
"Nature Publishing Group",0
"New Delhi Publishers",0
"New York University",0
"North Carolina State University",0
"Nuclear Receptor Signaling Atlas (NURSA)",0
"OmniaMed Communications",0
"Open Science LLC",0
"Open Science Publishers",0
"Open University",0
"Opulus Press",0
"Pamukkale University",0
"Parasitological Institute",0
"Pepperdine University",0
"Peter the Great Museum of Anthropology",0
"Polskiego Towarzystwa Histochemików i Cytochemików (Polish Histochemical and Cytochemical Society)",0
"Pontificia Universidad Javeriana Cali",0
"Pontifícia Universidade Católica de São Paulo",0
"Premier Publishers",0
"Princeton Theological Seminar",0
"Princeton University",0
"Production Engineering Committee",0
"Pró-Reitoria de Pós-Graduação e Pesquisa",0
"Pusat Konservasi Tumbuhan Kebun Raya",0
"Queen's University Belfast",0
"Rila",0
"Risk Journals",0
"Rombach Wissenschaft",0
"Rossiiskaya Akademiya Arkhitektury i Stroitel'nykh Nauk",0
"Royal College of Nursing",0
"Royal Danish Library",0
"Royal Photographic Society",0
"Russian Academy of Medical Sciences",0
"Saratovskii Gosudarstvennyi Meditsinskii Universitet",0
"School of Advanced Studies",0
"School of Communication Studies",0
"School of Humanities and Social Science",0
"School of Medicine",0
"School of Social Work",0
"Sebelas Maret University",0
"Sede Principal, Facultad de Ciencias Económicas, Administrativas y Contables",0
"Sejong Institution",0
"Sejong University",0
"Sepuluh Nopember Institute of Technology",0
"Seton Hall University",0
"Sheffield Hallam University",0
"Simon Fraser University",0
"Sistema Universitario Ana G. Mendez",0
"Slovak Surgical Society",0
"Society for the Study of Artificial Intelligence and Simulation of Behaviour (AISB)",0
"Southern Methodist University",0
"Spiru Haret University",0
"Springer Nature",0
"Sriwijaya University",0
"St. John’s University",0
"Sumy State Univeristy",0
"SveuÄ?ili?te u Zadru, Odjel za informacijske znanosti (University of Zadar, Department of Information Sciences)",0
"Swiss Ethnological Society",0
"Swiss Medical Press GmbH",0
"Syddansk Universitet",0
"Taylor and Francis Group",0
"Technological Educational Institute of Athens",0
"Technological Educational Institution of Epirus",0
"Tectum Verlag",0
"Tekna",0
"Tel Aviv University",0
"Texas A&amp;M International University",0
"Texas A&amp;M International University",0
"Texas State University",0
"Texas Tech University",0
"The University of Oklahoma",0
"Thomas Hardy Association",0
"Tissemsilt University Center El Warchanissi",0
"Trakia University",0
"Tip Fakültesi",0
"UMR LAVUE 7218",0
"United States Department of Commerce",0
"Universidad Abierta Interamericana",0
"Universidad Austral de Chile",0
"Universidad Autonoma de Barcelona",0
"Universidad Autónoma de Ciudad Juárez",0
"Universidad Autónoma de Madrid",0
"Universidad Central Marta Abreu de Las Villas",0
"Universidad Galileo",0
"Universidad Libre",0
"Universidad Miguel Hernández",0
"Universidad Nacional Mayor de San Marcos",0
"Universidad Nacional de Córdoba",0
"Universidad Nacional de La Plata",0
"Universidad Nacional de Mar del Plata",0
"Universidad Pontificia Bolivariana",0
"Universidad Rey Juan Carlos",0
"Universidad de Alcalá de Henares",0
"Universidad de Alicante",0
"Universidad de Chile",0
"Universidad de La Habana",0
"Universidad de Las Tunas",0
"Universidad de Los Andes",0
"Universidad de Manizales",0
"Universidad de Málaga",0
"Universidad de Puerto Rico",0
"Universidad de Santander",0
"Universidad de Santiago de Chile",0
"Universidad de Sevilla",0
"Universidad de la Republica",0
"Universidad de la República Oriental del Uruguay",0
"Universidad del Atlántico",0
"Universidad del Pacífico",0
"Universidad del Pais Vasco",0
"Universidade Estadual Paulista",0
"Universidade Federal Fluminense",0
"Universidade Federal da Paraíba",0
"Universidade Federal de Mato Grosso",0
"Universidade Federal de Mato Grosso do Sul",0
"Universidade Federal de Rondônia",0
"Universidade Federal do Pará",0
"Universidade Federal do Tocantins",0
"Universidade Nova de Lisboa",0
"Universidade Técnica de Lisboa",0
"Universidade de Aveiro",0
"Universidade de Lisboa",0
"Universidade de Trás-os-Montes e Alto Douro",0
"Universidade do Algarve",0
"Universitas 17 Agustus 1945 Surabaya",0
"Universitas Andalas",0
"Universitas Gadjah Mada",0
"Universitas Indonesia",0
"Universitas Muhammadiyah Palangkaraya",0
"Universitas Muhammadiyah Ponorogo",0
"Universitas Pembangunan Nasional Veteran Yogyakarta",0
"Universitas Semarang",0
"Universitas Sriwijaya",0
"Universitatea 'Aurel Vlaicu' din Arad",0
"Universitatea de Arhitectura ?i Urbanism Ion Mincu",0
"Universitatea din Craiova",0
"Universite de Montreal",0
"Universiteta Mateya Bela",0
"Universitetet i Nordland",0
"Universitets- og Høgskolerådet (Norwegian Association of Higher Education Institutions)",0
"University of Aberdeen",0
"University of Bath",0
"University of Birmingham",0
"University of Borås",0
"University of British Columbia",0
"University of Calgary",0
"University of California, Irvine",0
"University of Cambridge",0
"University of Chicago",0
"University of Colorado at Boulder",0
"University of Florence",0
"University of Fribourg",0
"University of Girona",0
"University of Hawaii",0
"University of Hawaii at Manoa",0
"University of Jyväskylä",0
"University of Kragujevac",0
"University of Leeds",0
"University of Leicester",0
"University of Lincoln",0
"University of Ljubljana",0
"University of London",0
"University of Maragheh",0
"University of Massachusetts",0
"University of Melbourne",0
"University of Miami",0
"University of Michigan",0
"University of Minnesota",0
"University of New Mexico",0
"University of Niš",0
"University of North Texas",0
"University of Oxford",0
"University of Pittsburgh",0
"University of Pretoria",0
"University of Queensland",0
"University of Rijeka",0
"University of Sheffield",0
"University of Southern California",0
"University of St Andrews",0
"University of St Gallen",0
"University of Stirling",0
"University of Tennessee",0
"University of Texas",0
"University of Texas at Dallas",0
"University of Toronto",0
"University of Udine",0
"University of Zilna",0
"University of the Free State",0
"Università degli Studi di Firenze",0
"Università di Parma",0
"Université Paris 3",0
"Université Paris Ouest Nanterre La Défense",0
"Université de Liège",0
"Université de Pau et des Pays de l'Adour",0
"Université de Sherbrooke",0
"Univerzita Karlova v Praze",0
"Univerzitet Crne Gore",0
"Univerzitet u Sarajevu",0
"Univerziteta Banja Luka",0
"Uppsala University",0
"Vanderbilt University",0
"Vasile Alecsandri University of Bacau",0
"Vilniaus Gedimino Technikos Universitetas",0
"Wolters Kluwer",0
"Yerkure Tanitim ve Yayincilik Hizmetleri",0
"Youth and Policy",0
"Yildirim Beyazit Üniversitesi",0
"Éditions Kimé",0
"Österreichischer Rat für Wiederbelebung",0
