"publisher","journals","reviews"
"Bundesanstalt fur Gewasserkunde",1,"5"
"Bundesforschungsanstalt Fuer Landwirtschaft Braunschweig Voelkenrode",1,"5"
"Cactus and Succulent Society of America, Inc.",1,"5"
"Canadian Aeronautics and Space Institute",1,"5"
"Canadian Association for Translation Studies",1,"5"
"Center for the Study of the Presidency and Congress",1,"5"
"Central Society of Egyptian Anaesthesiologists",1,"5"
"Centro de Filosofia e Ciências Humanas, Universidade Federal de Santa Catarina",1,"5"
"Centro Latino-Americano em Sexualidade e Direitos Humanos",1,"5"
"CETT- UB Barcelona School of Tourism, Hospitality and Gastronomy",1,"5"
"Charles Darwin University",1,"5"
"Child Welfare League of America, Inc.",1,"5"
"China Environmental Science Press",1,"5"
"Creative Industries Research Institute, AUT University",1,"5"
"Crop Science Society of Japan",1,"5"
"Czech Society of Chemical Engineering",1,"5"
"Czech Society of Ornithology",1,"5"
"Department of Health and Ageing",1,"5"
"Dumlupinar Universty",1,"5"
"Editura Universitatea din Pitesti",1,"5"
"El Colegio de la Frontiera Norte",1,"5"
"Ethiopian Public Health Association",1,"5"
"Galati University Press",1,"5"
"Ganglie Yanjiu Xuebao",1,"5"
"Harvey Whitney Books Company",1,"5"
"Hong Kong Institute of Education",1,"5"
"Hrvatsko Sumarsko Drustvo",1,"5"
"Humboldt State University",1,"5"
"Indian Society for Surface Science and Technology",1,"5"
"Industrial Chemistry Research Institute",1,"5"
"In-IJPQA",1,"5"
"Institute de Medicina Social da UERJ",1,"5"
"Institute of Agrophysics",1,"5"
"Institute of Mathematics at the Academy of Sciences of Moldova",1,"5"
"Institute of Southeast Asian Studies",1,"5"
"Institute of Urban Studies",1,"5"
"Instituto de Historia, Consejo Superior de Investigaciones Cientificas",1,"5"
"Instituto Universitario de Estudios sobre Migraciones",1,"5"
"Institut Universitaire de Geriatrie de Montreal",1,"5"
"InTech",1,"5"
"International Center for Scientific Research and Studies  (ICSRS)",1,"5"
"International Transpersonal Association",1,"5"
"International Union for Conservation of Nature and Natural Resources",1,"5"
"ISSCA",1,"5"
"Italian e-Learning Association",1,"5"
"Japanese Society for Food Science and Technology",1,"5"
"Japanese Society of Fish Pathology",1,"5"
"Japanese Society of Gastroenterology",1,"5"
"JOCPR",1,"5"
"Korean Information Display Society",1,"5"
"Korean Society of Nursing Science",1,"5"
"Laaketieteellinen Aikakauskirja Duodecim",1,"5"
"Mallet Conseil",1,"5"
"Masarykova Universita",1,"5"
"Middle East Institute",1,"5"
"National Prescribing Service",1,"5"
"Nepal Paediatric Society (NEPAS)",1,"5"
"New York Entomological Society",1,"5"
"New Zealand Society for Earthquake Engineering",1,"5"
"New Zealand Sociology",1,"5"
"Nicolaus Copenicus University Press",1,"5"
"North Carolina Medical Society",1,"5"
"Ohio Academy of Science",1,"5"
"Open House International Association",1,"5"
"Pharmacotherapy Group",1,"5"
"Philippine-American Academy of Science & Engineering",1,"5"
"Pitagora Editrice",1,"5"
"Programa de Pós-Graduação em Linguística Aplicada, Universidade Estadual de Campinas",1,"5"
"Psychologia Society",1,"5"
"Revista Canadiense de Estudios Hispanicos",1,"5"
"Rosemead School of Psychology",1,"5"
"Saint Petersburg University Press",1,"5"
"Slovenian Academy of Sciences and Arts",1,"5"
"Sociedade Brasileira de Reproducao Assistida",1,"5"
"Society of Cosmetic Chemists",1,"5"
"Southeast Asian Regional Center for Graduate Study and Research in Agriculture (SEARCA)",1,"5"
"Stansted News Ltd",1,"5"
"Stazione Sperimentale per le Industrie",1,"5"
"TECSI Laboratório de Tecnologia e Sistemas de Informação ",1,"5"
"The New England Botanical Club,Inc",1,"5"
"The Spanish Quaternary Research Association (AEQUA) and the Spanish Society of Geomorphology (SEG)",1,"5"
"Tongji Medical University",1,"5"
"Transaction Publishers",1,"5"
"Triangle Journals Ltd.",1,"5"
"Turk Psikoloji Dergisi",1,"5"
"Universidade do Vale do Rio dos Sinos",1,"5"
"Universidade Federal do Ceara",1,"5"
"Universidad San Ignacio de Loyola",1,"5"
"Universitas PGRI Madiun",1,"5"
"University of Copenhagen",1,"5"
"University of Edinburgh",1,"5"
"University of Jordan",1,"5"
"University of Kuwait",1,"5"
"University of Mainz",1,"5"
"Univerza v Ljubljani",1,"5"
"Urednistvu Lijecnickog Vjesnika",1,"5"
"Ustav svetovej literatury SAV",1,"5"
"Vensel Publications",1,"5"
"Wadia Institute of Himalayan Geology",1,"5"
"World Wide Web Publications (P) India",1,"5"
"Academic Association of Pharmaceutical Sciences from Antofagasta (ASOCIFA)",1,"4"
"Academy of Medical Sciences of Croatica",1,"4"
"Accademia Peloritana dei Pericolanti",1,"4"
"American Society of Brewing Chemists Inc.",1,"4"
"Archiv Orientalni",1,"4"
"ArquiMed",1,"4"
"Asociación Española de Audiología (AEDA)",1,"4"
"Asociacion Nacional de Cardiologos de Mexico",1,"4"
"Associato All'USPI - Unione Stampa Periodica Italia",1,"4"
"Atlantic Geoscience Society",1,"4"
"Australian and New Zealand Association for Medieval and Early Modern Studies",1,"4"
"Australian Association of Family Therapy",1,"4"
"Banca de la Republica",1,"4"
"Beijing Clintile Information Technology",1,"4"
"Bialystok University of Technology",1,"4"
"British Association of Psychotherapists",1,"4"
"CAIRN Belgique",1,"4"
"Cairn France",1,"4"
"California State University",1,"4"
"Cambridge Scientific Publishers Ltd",1,"4"
"Canadian Institute of International Affairs",1,"4"
"Canadian Society of Respiratory Therapists",1,"4"
"Cardiff University (CU)",1,"4"
"Central Institute of Mental Health",1,"4"
"Centre for Independent Social Research",1,"4"
"Centro de Pesquisa e Documentação de História Contemporânea do Brasil, Fundação Getúlio Vargas",1,"4"
"Centro para la Investigacion en Sistemas Sostenibles de Produccion Agropecuaria",1,"4"
"Centror Research in Social Sciences and Humanities",1,"4"
"College Theology Society",1,"4"
"Committee of Soil Science and Agricultural Chemistry",1,"4"
"Compania de Jesus, Centro Loyola de Estudios y Comunicacion Social",1,"4"
"Croatian Physical Society",1,"4"
"Departamento de Filosofia, Universidade Estadual Paulista",1,"4"
"Deutsche Mathematiker Vereinigung",1,"4"
"Dr. Ahmet Basal",1,"4"
"Dropsie College for Hebrew and Cognate Learning",1,"4"
"Earthscan",1,"4"
"Economic History Society of Australia and New Zealand",1,"4"
"Ediciones Mayo S.A.",1,"4"
"Executive Business School (EXEBS)",1,"4"
"Faculdade de Educacao da Universidade de Sao Paulo",1,"4"
"Federacion Espanola De Medicina Del Deporte",1,"4"
"Fondation Nationale de Gerontologie",1,"4"
"Fundacion Alimentacion Saludable",1,"4"
"Gene Therapy Press",1,"4"
"Geological Association of Canada",1,"4"
"Geological Society of Finland",1,"4"
"Global Institute of Flexible Systems Management",1,"4"
"Gulf Petrolink",1,"4"
"Halduskultuur Tallinn University of Technology",1,"4"
"Harwood Academic Publishers",1,"4"
"Hastings Center",1,"4"
"H. Lee Moffitt Cancer Center and Research Institute",1,"4"
"Howard League",1,"4"
"Hrvatske Vode",1,"4"
"Hrvatski lijecnicki zbor - Podruznica Rijeka",1,"4"
"Hunan Daxue/Hunan University",1,"4"
"Hunter College Center for Puerto Rican Studies",1,"4"
"IBEPEGE - Inst. Bras. Estudos Pesquisas Gastroent.",1,"4"
"Institut d'Estudis Autonomics",1,"4"
"Institute for Management & Planning Studies",1,"4"
"Institute of Public Finance",1,"4"
"Intelligent Networks and Systems Society",1,"4"
"International Association for Cross-Cultural Psychology",1,"4"
"International Consortium for the Advancement of Academic Publishing",1,"4"
"International Council of Museums",1,"4"
"International Institute of Ibero-American Literature",1,"4"
"iSmithers Publishing",1,"4"
"Japan International Cultural Exchange Foundation",1,"4"
"Japan Petroleum Institute",1,"4"
"JIBC Publisher",1,"4"
"Koul Research Foundation",1,"4"
"Kurume University School of Medicine",1,"4"
"Malopolska School of Public Administration. Cracow University of Economics",1,"4"
"Malta University Publishers Ltd.",1,"4"
"Marcial Pons",1,"4"
"Marina Sokolova Publishings",1,"4"
"Mathematical Institute of the Serbian Academy of Sciences and Arts",1,"4"
"Mathematica Scandinavica",1,"4"
"Medical and Health Science Faculty, Universitas Islam Negeri Alauddin Makassar",1,"4"
"Methodist DeBakey Heart & Vascular Center",1,"4"
"Ministry of Education, Youth and Science (GRPI)",1,"4"
"Modern Law Review Limited (MLRL)",1,"4"
"National Association of Industrial Technology",1,"4"
"National Institute for Medical Research",1,"4"
"Nepal Studies Association",1,"4"
"Nieto Editores",1,"4"
"Nobel Science and Research Center",1,"4"
"Oficyna Wydawnicza SIMP Press Ltd.",1,"4"
"Omohundro Institute of Early American History and Culture",1,"4"
"Oxford & I.B.H. Publishing Co. Pvt. Ltd.",1,"4"
"Pavol Jozef Safarik University",1,"4"
"Performance Philosophy",1,"4"
"Philosophy Education Society, Inc.",1,"4"
"Polish Society of Microbiologists",1,"4"
"Pontificia Universidad Católica del Perú",1,"4"
"Programa de Pós-Graduação em Direito, Universidade Federal de Santa Catarina",1,"4"
"Rede Académica das Ciências da Saúde da Lusofonia",1,"4"
"RJPBCS",1,"4"
"Scientific and Research Centre for Fire Protection – National Research Institute",1,"4"
"Serbian Medical Society",1,"4"
"SIECCAN",1,"4"
"Slovak Academy of Sciences - Social Biological Comm",1,"4"
"Slovenska Technicka Univerzita",1,"4"
"Sociedad Chilena de Psicologia Clinica",1,"4"
"Sociedad Chilena de Radiologia",1,"4"
"Sociedad Colombiana de Cardiologia y Cirugia Cardiovascular",1,"4"
"Sociedade Portuguesa de Neurologia",1,"4"
"Sociedad Espanola para el Estudio de la Ansiedad y el Estres",1,"4"
"Society for Economic Theory",1,"4"
"Society for Experimental Stroke",1,"4"
"Society for Underwater Technology",1,"4"
"Society of Field Crops Science",1,"4"
"Society of Scientific Exploration",1,"4"
"SoftLine Information, Inc",1,"4"
"Southeastern Council on Latin American Studies",1,"4"
"Szewalski Institute of Fluid-Flow Machinery",1,"4"
"Taiwan Geotechnical Society",1,"4"
"Teachers College Record",1,"4"
"Technogramma",1,"4"
"Texas Tech University Health Sciences Center",1,"4"
"The Australian Centre for Environmental Law (Sydney)",1,"4"
"The Korean Society of Community Nutrition",1,"4"
"The Max Planck Institute for the Study of Religious and Ethnic Diversity",1,"4"
"The Russian Society of Nematologists",1,"4"
"The Society of Naval Architects of Korea",1,"4"
"Tinnitus Center",1,"4"
"TMMOB Chamber of Textile Engineers",1,"4"
"Tremedica",1,"4"
"Universidad del Zulia, Facultad de Ciencias Veterinarias",1,"4"
"Universitat de Lleida",1,"4"
"University Aviation Association",1,"4"
"University Hospital for Tumors",1,"4"
"University of Florida",1,"4"
"University of North Texas, English Department",1,"4"
"University of Oslo, Department of British and American Studies",1,"4"
"University of Ottawa",1,"4"
"University of Sarajevo Veterinary Faculty",1,"4"
"University of the Free State",1,"4"
"University of York",1,"4"
"Univ. of Electronic Science and Technology of China",1,"4"
"US Bureau of Labor Statistics",1,"4"
"West Virginia State Medical Association",1,"4"
"Wroclaw University Economics",1,"4"
"Academie Veterinaire de France",1,"3"
"Agricultural Academy",1,"3"
"AI Access Foundation",1,"3"
"Ailamazyan Program Systems Institute of RAS",1,"3"
"Akademia Gorniczo-Hutnicza im. S. Staszica w Krakowie.",1,"3"
"A K Peters",1,"3"
"AKS University",1,"3"
"Applied Social Science",1,"3"
"Arko Sports Media",1,"3"
"ASEAN Journal Ad Hoc Commitee, De La Salle University-Manilla",1,"3"
"Asociacion de Profesores de Frances de la Universidad Espanola",1,"3"
"Association for Supervision and Curriculum Development",1,"3"
"Association Mieux Prescrire",1,"3"
"Astronomical Observatory",1,"3"
"Australasian College for Infection Prevention and Control",1,"3"
"Australian Meteorological and Oceanographic Society",1,"3"
"Avicenna Organ Transplant Institute",1,"3"
"Bayer. Staatssamml. fuer Palaeontol. und Hist. Geol.",1,"3"
"Birkhaeuser Verlag AG",1,"3"
"CAD Solutions",1,"3"
"Canadian Society for Bioengineering",1,"3"
"Central University of Finance and Economics",1,"3"
"Centre for Environment Social and Economic Research",1,"3"
"CEPI s.r.l.",1,"3"
"Chinese Academy of Forestry",1,"3"
"Classical Association of the Atlantic States",1,"3"
"College Art Association",1,"3"
"Construction History Society",1,"3"
"Creative Pharma Assent",1,"3"
"DAV College",1,"3"
"Department of Maritime Studies University of Rijeka",1,"3"
"Digestive Diseases Foundation",1,"3"
"Eastern Michigan University, Department of English Language and Literature",1,"3"
"Economic and Social Studies",1,"3"
"eContent Management Pty Ltd",1,"3"
"Edizioni all'Insegna del Giglio s.a.s.",1,"3"
"Electrical and Computer Engineering Research Group",1,"3"
"Elfos Scientiae",1,"3"
"Engage Healthcare Communications, Inc.",1,"3"
"Escola de Ciencia da Informacao da UFMG",1,"3"
"ESS Researc",1,"3"
"Ethiopian Medical Association",1,"3"
"Evidence Based Communications",1,"3"
"Facultad de Filosofia y Letras, Universidad de Buenos Aires",1,"3"
"Families International Inc",1,"3"
"Fundacao Cesgranrio",1,"3"
"Geological Society of Australia",1,"3"
"George Warman Publications (Pty.) Ltd.",1,"3"
"Georgia Entomological Society Inc.",1,"3"
"German Society of Implantology",1,"3"
"GRF Publishers",1,"3"
"Hellenic Society of Medical Oncology (He.S.M.O.)",1,"3"
"Hippiatrika Verlagsgesellschaf",1,"3"
"Historical Association",1,"3"
"Hoegskolan i Boraas",1,"3"
"Hrvatsko Knjiznicarsko Drustvo",1,"3"
"Hungarian Sociological Association",1,"3"
"Institute of Eastern European Research and Consulting",1,"3"
"Institute of Information Technology, Kohat University of Science and Technology",1,"3"
"Institute of Korean Studies",1,"3"
"Institute of Mind and Behavior Inc.",1,"3"
"Institute of Spontaneous Order Economics",1,"3"
"Instituto Colombiano de Antropologia e Historia",1,"3"
"Instituto de Botanica Darwinion",1,"3"
"Instituto de Filosofia e Ciencias Humanas-UFRGS",1,"3"
"Instituto de Geografia",1,"3"
"Instituto de Investigaciones Bibliotecologicas",1,"3"
"Instituto de Investigaciones Dr. Jose Maria Luis Mora",1,"3"
"Instituto de Investigaciones Economicas y Sociales del Sur (IIESS) of CONICET",1,"3"
"Instituto de Pesquisas Economicas da FEA-USP",1,"3"
"Institut za Hrvatski Jezik i Jezikoslovlje",1,"3"
"Instytut Matki i Dziecka",1,"3"
"International Conference on Mental Health Care ""Mental Health: global challenges of XXI century""",1,"3"
"International Life Sciences Institute",1,"3"
"International Society for Economic Theory",1,"3"
"International Society of Lymphology",1,"3"
"International Society of Plant Morphologists",1,"3"
"Janos Bolyai Mathematical Society",1,"3"
"Japanese Society for Root Research",1,"3"
"Japan International Research Center for Agricultural Sciences",1,"3"
"Japan Science Society of Biological Macromolecules",1,"3"
"Japan Society for Oriental Medicine",1,"3"
"Journal of Phytopathology and Pest Management",1,"3"
"Koninklijke Nederlandse Maatschappij voor Diergeneeskunde",1,"3"
"Koninklijk Instituut voor Taal-, Land- en Volkenkunde",1,"3"
"Korean Association of Internal Medicine",1,"3"
"Korean Society for Horticultural Science",1,"3"
"Laboratori de Fonetica - Facultat de Filologia, Universitat de Barcelona",1,"3"
"Learned Information",1,"3"
"Lemos Editorial e Graficos Ltda",1,"3"
"Librapharm",1,"3"
"Light House Polyclinic",1,"3"
"L.N. Gumilyov Eurasian National University",1,"3"
"Malwa International Journals Publication",1,"3"
"Mavera Edições Técnicas e Científicas Ltda",1,"3"
"Medico-Legal Update",1,"3"
"Mexican Society on Science and Technology of Surfaces and Materials",1,"3"
"Middle Pomeranian Scientific Society",1,"3"
"Ministerio de Sanidad y Consumo",1,"3"
"NACIS (North American Cartographic Information Society)",1,"3"
"Nagoya University",1,"3"
"National Institute for R & D in Informatics",1,"3"
"NCTU Press",1,"3"
"Neftyanoe Khozyaistvo",1,"3"
"Nepal Medical Association",1,"3"
"Neuroscience Research Center",1,"3"
"Nihon Koubutsu Gakkai",1,"3"
"Nordisk Sprog- og Kulturforlag",1,"3"
"Northwest Atlantic Fisheries Organization",1,"3"
"Northwestern University",1,"3"
"Norwegian University of Science and Technology",1,"3"
"Nutritec",1,"3"
"OPEC",1,"3"
"Organization of American Historians",1,"3"
"Osterreichische Gesellschaft fur Geomechanik",1,"3"
"Partners in Digital Health",1,"3"
"Peak Journals",1,"3"
"Pendar Web Academy",1,"3"
"Phi Alpha Theta History Honor Society, Inc.",1,"3"
"Politecnico, Associazione Gorisorse E Ambiente",1,"3"
"Politeknik Kesehatan Tanjung Karang",1,"3"
"Polskie Towarzystwo Nauk Weterynaryjnych",1,"3"
